Lon	Lat	E.vel	N.vel	E.adj	N.adj	E.sig	N.sig	Corr	U.vel	U.adj	U.sig	Stat	E.sig.scaled	N.sig.scaled
105.37	34.79	-10.84	-43.68	33.97	-10.24	0.93	0.84	-0.001	0.0	0.0	0.0	G035_GPS	1.43	1.26
106.4	34.52	-12.54	-44.76	32.71	-11.47	0.83	0.65	-0.003	0.0	0.0	0.0	G036_GPS	1.3	1.03
105.7	34.59	-11.24	-44.04	33.85	-10.55	0.82	0.65	-0.003	0.0	0.0	0.0	G037_GPS	1.29	1.03
107.14	34.43	-12.97	-44.44	31.97	-12.2	0.91	0.96	-0.003	0.0	0.0	0.0	G038_GPS	1.4	1.4
105.81	34.25	-11.99	-44.56	33.23	-11.39	0.83	0.67	-0.001	0.0	0.0	0.0	G039_GPS	1.3	1.06
101.06	41.96	-9.84	-40.83	30.48	-6.18	0.52	0.52	-0.003	0.0	0.0	0.0	G040_GPS	0.9	0.87
99.07	40.28	-10.76	-39.15	30.26	-4.35	0.8	0.8	-0.0	0.0	0.0	0.0	G041_GPS	1.27	1.22
104.51	40.74	-12.6	-41.84	30.19	-7.81	0.65	0.6	-0.0	0.0	0.0	0.0	G042_GPS	1.07	0.97
104.81	40.16	-12.75	-41.6	30.5	-8.12	0.71	0.7	-0.004	0.0	0.0	0.0	G043_GPS	1.15	1.1
100.15	39.72	-11.38	-40.0	30.23	-5.07	0.54	0.54	-0.0	0.0	0.0	0.0	G044_GPS	0.93	0.89
100.79	39.61	-11.77	-40.23	30.5	-5.46	0.6	0.58	0.001	0.0	0.0	0.0	G045_GPS	1.01	0.94
102.78	39.41	-12.22	-40.78	30.62	-6.45	0.62	0.57	-0.001	0.0	0.0	0.0	G046_GPS	1.03	0.93
101.66	39.22	-11.94	-41.28	30.87	-6.83	0.62	0.58	-0.003	0.0	0.0	0.0	G047_GPS	1.03	0.94
100.32	39.24	-11.43	-40.14	30.24	-5.33	0.65	0.6	-0.001	0.0	0.0	0.0	G048_GPS	1.07	0.97
102.57	39.13	-11.66	-40.58	31.23	-6.0	0.59	0.58	-0.001	0.0	0.0	0.0	G049_GPS	0.99	0.94
103.36	38.85	-11.78	-40.95	31.7	-7.34	0.8	0.8	-0.0	0.0	0.0	0.0	G050_GPS	1.27	1.22
